epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
49,2417.47,0.98872,1.0727,1.36206,0.66578,0.77933,0.75363,0.55334,1.1564,1.07193,1.54856,0.000749939,0.000749939,0.000749939
50,2471.4,0.98595,1.07641,1.36578,0.6377,0.80378,0.75603,0.54733,1.13564,1.08452,1.54903,0.000735792,0.000735792,0.000735792
51,2524.83,0.98252,1.06927,1.36113,0.72641,0.76721,0.78913,0.57268,1.17356,1.05201,1.57724,0.000721645,0.000721645,0.000721645
52,2578.63,0.97159,1.04304,1.36228,0.71577,0.78791,0.77256,0.557,1.19997,1.01799,1.62272,0.000707498,0.000707498,0.000707498
53,2631.44,0.99019,1.05567,1.36945,0.67573,0.74135,0.75588,0.54611,1.16785,1.14761,1.57216,0.000693351,0.000693351,0.000693351
54,2680.99,1.00224,1.04366,1.38054,0.67579,0.82722,0.7834,0.55278,1.15552,1.06091,1.56238,0.000679204,0.000679204,0.000679204
55,2734.58,0.95235,1.01517,1.36114,0.73762,0.7638,0.75552,0.55192,1.14278,1.05017,1.55713,0.000665057,0.000665057,0.000665057
56,2788.47,0.96943,1.02238,1.35371,0.70848,0.82394,0.79991,0.59891,1.14492,1.01449,1.54752,0.000650909,0.000650909,0.000650909
57,2841.38,0.96125,0.97867,1.35837,0.76045,0.78825,0.7866,0.56286,1.19571,1.06389,1.62291,0.000636762,0.000636762,0.000636762
58,2895.23,0.97791,1.01733,1.35643,0.67701,0.80361,0.7821,0.57805,1.12591,1.03016,1.54933,0.000622615,0.000622615,0.000622615
59,2949.14,0.94732,0.96063,1.34034,0.7569,0.76766,0.80024,0.57783,1.19722,1.00277,1.6035,0.000608468,0.000608468,0.000608468
60,3002.65,0.94161,0.95284,1.34765,0.75993,0.7721,0.79882,0.58063,1.18874,0.99315,1.58299,0.000594321,0.000594321,0.000594321
61,3054.25,0.92435,0.97112,1.31641,0.73996,0.8432,0.79331,0.57231,1.12707,0.94379,1.54132,0.000580174,0.000580174,0.000580174
62,3099.59,0.94841,0.96451,1.35135,0.69411,0.82513,0.8033,0.59293,1.13722,1.05272,1.55495,0.000566027,0.000566027,0.000566027
63,3148.88,0.90082,0.98862,1.31048,0.73897,0.79659,0.7757,0.56695,1.1519,1.02327,1.56808,0.00055188,0.00055188,0.00055188
64,3202.75,0.90732,0.91665,1.31035,0.77058,0.80942,0.80567,0.57386,1.19139,1.00456,1.62177,0.000537733,0.000537733,0.000537733
65,3256.19,0.89413,0.93317,1.30919,0.74617,0.76505,0.80161,0.58806,1.15132,0.96944,1.56787,0.000523586,0.000523586,0.000523586
66,3306.4,0.93329,0.93406,1.33859,0.7121,0.80042,0.79885,0.58834,1.15528,0.99311,1.56544,0.000509438,0.000509438,0.000509438
67,3354.35,0.90989,0.89256,1.3264,0.7145,0.79037,0.79095,0.58021,1.15218,1.026,1.56293,0.000495291,0.000495291,0.000495291
68,3408.63,0.88057,0.90999,1.29529,0.75187,0.80998,0.81325,0.59413,1.15791,0.99155,1.582,0.000481144,0.000481144,0.000481144
69,3462.11,0.88181,0.89419,1.29967,0.71775,0.82795,0.79828,0.5858,1.12222,0.95519,1.56246,0.000466997,0.000466997,0.000466997
70,3515.54,0.88132,0.85857,1.28106,0.71789,0.77544,0.79435,0.57553,1.17013,1.00733,1.5799,0.00045285,0.00045285,0.00045285
71,3569.34,0.85428,0.87285,1.27269,0.66234,0.80539,0.78345,0.57504,1.1281,0.99339,1.54537,0.000438703,0.000438703,0.000438703
72,3620.84,0.87759,0.8701,1.3004,0.76303,0.76907,0.79466,0.58817,1.13338,0.99038,1.56274,0.000424556,0.000424556,0.000424556
73,3670.12,0.89263,0.92437,1.32127,0.71733,0.75918,0.79376,0.58749,1.15517,1.14823,1.56594,0.000410409,0.000410409,0.000410409
74,3715.27,0.86799,0.88082,1.30344,0.77659,0.77207,0.79433,0.58068,1.13367,0.98447,1.54554,0.000396262,0.000396262,0.000396262
75,3764,0.859,0.85814,1.28093,0.77106,0.7639,0.80105,0.58667,1.11395,1.04969,1.51881,0.000382115,0.000382115,0.000382115
76,3817.68,0.82514,0.81031,1.25618,0.72184,0.79536,0.79748,0.58818,1.12837,1.0856,1.55281,0.000367967,0.000367967,0.000367967
77,3868.14,0.83422,0.81649,1.25588,0.76403,0.75619,0.77453,0.57373,1.10677,1.03305,1.54602,0.00035382,0.00035382,0.00035382
78,3913.67,0.83242,0.83326,1.266,0.71726,0.80079,0.80277,0.58775,1.15784,1.09025,1.56241,0.000339673,0.000339673,0.000339673
79,3959.16,0.82426,0.79558,1.25107,0.65979,0.79989,0.78473,0.57094,1.13893,1.1492,1.56179,0.000325526,0.000325526,0.000325526
80,4004.61,0.81352,0.80255,1.24785,0.71939,0.79704,0.78775,0.57665,1.13461,1.05023,1.57925,0.000311379,0.000311379,0.000311379
81,4050.04,0.80458,0.7707,1.24581,0.70613,0.8097,0.79976,0.58084,1.14651,0.99089,1.59378,0.000297232,0.000297232,0.000297232
82,4095.41,0.81579,0.76088,1.25336,0.70641,0.8107,0.8033,0.58086,1.13673,1.05743,1.57447,0.000283085,0.000283085,0.000283085
83,4146.01,0.8069,0.79184,1.23304,0.69901,0.82781,0.80177,0.57951,1.13865,1.08627,1.59928,0.000268938,0.000268938,0.000268938
84,4199.95,0.7888,0.7801,1.22511,0.72281,0.84359,0.80307,0.5919,1.11792,0.94214,1.56967,0.000254791,0.000254791,0.000254791
85,4253.66,0.77579,0.73458,1.21165,0.72076,0.829,0.80833,0.60546,1.11283,1.01685,1.55866,0.000240644,0.000240644,0.000240644
86,4302.75,0.7533,0.7319,1.19796,0.70231,0.81922,0.80925,0.59273,1.15763,1.02072,1.61614,0.000226497,0.000226497,0.000226497
87,4347.95,0.77607,0.7195,1.22337,0.70141,0.79454,0.80165,0.58863,1.14781,1.04179,1.61574,0.000212349,0.000212349,0.000212349
88,4398.28,0.77558,0.73703,1.21891,0.76341,0.80107,0.80738,0.60136,1.13571,0.98083,1.63156,0.000198202,0.000198202,0.000198202
89,4450.5,0.75683,0.73555,1.20104,0.75326,0.7498,0.80642,0.59908,1.13476,1.02325,1.60351,0.000184055,0.000184055,0.000184055
90,4503.92,0.74965,0.71349,1.21333,0.7401,0.78861,0.79876,0.58893,1.13084,0.98615,1.62624,0.000169908,0.000169908,0.000169908
91,4591.91,0.7433,0.54349,1.27367,0.72253,0.80383,0.7942,0.57645,1.14981,1.12256,1.61986,0.000155761,0.000155761,0.000155761
92,4643.45,0.72089,0.50364,1.24518,0.73335,0.79456,0.80287,0.59785,1.15404,1.03237,1.61212,0.000141614,0.000141614,0.000141614
93,4696.71,0.69796,0.48272,1.22347,0.69255,0.84349,0.80953,0.59624,1.1395,1.01824,1.61103,0.000127467,0.000127467,0.000127467
94,4750.29,0.68232,0.46899,1.21506,0.7621,0.78276,0.8108,0.60363,1.13096,0.9997,1.61384,0.00011332,0.00011332,0.00011332
95,4803.83,0.65147,0.45854,1.19476,0.74311,0.80455,0.80978,0.60765,1.12328,1.03251,1.61615,9.91726e-05,9.91726e-05,9.91726e-05
96,4856.69,0.65978,0.43917,1.20122,0.70307,0.84146,0.80384,0.60471,1.13029,1.02754,1.60675,8.50255e-05,8.50255e-05,8.50255e-05
97,4902,0.63937,0.42684,1.18799,0.69307,0.80179,0.80805,0.59781,1.14339,1.06275,1.62825,7.08784e-05,7.08784e-05,7.08784e-05
98,4947.38,0.65538,0.45704,1.19791,0.71467,0.80569,0.8113,0.60222,1.14163,1.037,1.62207,5.67313e-05,5.67313e-05,5.67313e-05
99,4992.64,0.63556,0.42866,1.19046,0.69155,0.8184,0.80343,0.59807,1.1459,1.01692,1.62604,4.25842e-05,4.25842e-05,4.25842e-05
100,5037.95,0.61304,0.41909,1.18541,0.69799,0.80796,0.81212,0.60584,1.1241,0.99699,1.61422,2.84371e-05,2.84371e-05,2.84371e-05
