epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,1382.19,0.99497,1.02833,1.31704,0.67992,0.81421,0.77011,0.57182,1.17188,1.04169,1.49217,0.000848969,0.000848969,0.000848969
43,1411.55,0.97119,1.01554,1.29878,0.641,0.8128,0.75491,0.55563,1.17617,1.14539,1.49163,0.000834822,0.000834822,0.000834822
44,1440.6,0.94261,0.95693,1.27562,0.7467,0.77419,0.78473,0.57474,1.19118,0.99603,1.47657,0.000820675,0.000820675,0.000820675
45,1469.87,0.96677,0.99272,1.29728,0.72041,0.73116,0.7449,0.55464,1.17768,1.10809,1.46974,0.000806528,0.000806528,0.000806528
46,1498.91,0.92443,0.93337,1.26119,0.79803,0.74735,0.776,0.57327,1.15105,1.01762,1.48201,0.00079238,0.00079238,0.00079238
47,1528.49,0.94782,0.94717,1.27691,0.63404,0.81446,0.72568,0.53779,1.17201,1.07771,1.48567,0.000778233,0.000778233,0.000778233
48,1558.29,0.9401,0.963,1.27262,0.62126,0.78981,0.73346,0.51372,1.19865,1.20846,1.51148,0.000764086,0.000764086,0.000764086
49,1586.55,0.91767,0.94243,1.24804,0.72796,0.7609,0.75628,0.552,1.18904,1.07043,1.52174,0.000749939,0.000749939,0.000749939
50,1615.86,0.912,0.95437,1.24476,0.66044,0.79933,0.71853,0.53633,1.13043,1.11343,1.4533,0.000735792,0.000735792,0.000735792
51,1645.58,0.92995,0.96538,1.25721,0.76927,0.69957,0.75516,0.56029,1.14254,0.98043,1.4306,0.000721645,0.000721645,0.000721645
52,1674.65,0.9046,0.91575,1.23932,0.73771,0.76725,0.77528,0.56686,1.13198,1.05627,1.46069,0.000707498,0.000707498,0.000707498
53,1703.73,0.8911,0.88683,1.23114,0.61357,0.79278,0.71433,0.52696,1.1774,1.23584,1.50413,0.000693351,0.000693351,0.000693351
54,1732.65,0.91214,0.90919,1.24356,0.68436,0.77408,0.75261,0.55109,1.14721,1.08612,1.48969,0.000679204,0.000679204,0.000679204
55,1761.98,0.87479,0.87009,1.23589,0.66803,0.75772,0.7444,0.55302,1.12615,1.16941,1.45798,0.000665057,0.000665057,0.000665057
56,1791.27,0.91246,0.90778,1.25011,0.63318,0.80426,0.72363,0.53411,1.17664,1.17359,1.50012,0.000650909,0.000650909,0.000650909
57,1820.04,0.89777,0.88026,1.24198,0.6726,0.77011,0.73904,0.54202,1.17423,1.02971,1.49774,0.000636762,0.000636762,0.000636762
58,1849.08,0.889,0.88256,1.23594,0.69346,0.82371,0.77702,0.58418,1.1526,0.9542,1.50892,0.000622615,0.000622615,0.000622615
59,1879.41,0.87009,0.84082,1.21866,0.73764,0.80903,0.77897,0.55761,1.17244,0.97909,1.53097,0.000608468,0.000608468,0.000608468
60,1910.44,0.83832,0.82589,1.21131,0.76495,0.75092,0.77783,0.58322,1.14793,1.04842,1.48572,0.000594321,0.000594321,0.000594321
61,1941.81,0.84042,0.82999,1.18487,0.71748,0.82411,0.79924,0.57963,1.15024,0.9749,1.50742,0.000580174,0.000580174,0.000580174
62,1972.68,0.86114,0.83102,1.22553,0.78811,0.78631,0.77211,0.57515,1.13574,0.97728,1.4659,0.000566027,0.000566027,0.000566027
63,2004.12,0.8369,0.85407,1.19738,0.74568,0.77871,0.77546,0.56599,1.1256,1.04385,1.44971,0.00055188,0.00055188,0.00055188
64,2034.43,0.83432,0.80258,1.20453,0.67641,0.80914,0.78962,0.56981,1.1747,1.01201,1.51858,0.000537733,0.000537733,0.000537733
65,2066.4,0.80402,0.7984,1.16873,0.69165,0.79882,0.77601,0.57934,1.11822,0.97074,1.43515,0.000523586,0.000523586,0.000523586
66,2095.14,0.85085,0.7746,1.20075,0.69438,0.77812,0.76981,0.56473,1.17816,1.02392,1.49727,0.000509438,0.000509438,0.000509438
67,2124,0.82551,0.75574,1.19502,0.68907,0.75273,0.74204,0.54983,1.21411,1.09259,1.51893,0.000495291,0.000495291,0.000495291
68,2153.03,0.81268,0.80265,1.18565,0.69389,0.84079,0.75823,0.56659,1.15522,1.00676,1.47977,0.000481144,0.000481144,0.000481144
69,2182.38,0.8103,0.78295,1.1925,0.7231,0.78914,0.7899,0.57689,1.18686,0.99652,1.51998,0.000466997,0.000466997,0.000466997
70,2211.82,0.81274,0.76593,1.17378,0.73588,0.81133,0.79904,0.59849,1.13534,0.90156,1.44786,0.00045285,0.00045285,0.00045285
71,2241.14,0.79198,0.77421,1.16673,0.69829,0.77048,0.74581,0.54967,1.15631,1.056,1.49063,0.000438703,0.000438703,0.000438703
72,2270.2,0.80179,0.76398,1.18644,0.67715,0.8091,0.77857,0.5698,1.16081,1.09179,1.5075,0.000424556,0.000424556,0.000424556
73,2300.09,0.7746,0.74151,1.1628,0.71348,0.76672,0.75322,0.56077,1.141,1.0355,1.49241,0.000410409,0.000410409,0.000410409
74,2329.91,0.77004,0.7334,1.16333,0.70852,0.80465,0.76951,0.58062,1.15024,0.9837,1.51391,0.000396262,0.000396262,0.000396262
75,2355.51,0.78022,0.73808,1.17058,0.70596,0.72235,0.75733,0.5769,1.13872,1.01368,1.4625,0.000382115,0.000382115,0.000382115
76,2379.22,0.73984,0.70153,1.13392,0.64986,0.77661,0.76837,0.57695,1.13515,1.04671,1.43958,0.000367967,0.000367967,0.000367967
77,2403.55,0.74893,0.70253,1.14345,0.7234,0.75143,0.77195,0.58453,1.12615,0.97765,1.46502,0.00035382,0.00035382,0.00035382
78,2427.67,0.74226,0.70878,1.14531,0.68617,0.78,0.77468,0.57534,1.14061,1.09301,1.49789,0.000339673,0.000339673,0.000339673
79,2451.44,0.72907,0.69978,1.13028,0.72132,0.76289,0.78269,0.57288,1.15137,1.03962,1.50854,0.000325526,0.000325526,0.000325526
80,2475.88,0.7316,0.69208,1.13503,0.74108,0.78252,0.78041,0.57219,1.19483,1.03042,1.54205,0.000311379,0.000311379,0.000311379
81,2499.8,0.73222,0.67663,1.1429,0.75558,0.7554,0.78074,0.58005,1.14192,0.95649,1.48864,0.000297232,0.000297232,0.000297232
82,2523.93,0.72678,0.68152,1.13762,0.71574,0.79882,0.77045,0.5761,1.15055,1.00672,1.47962,0.000283085,0.000283085,0.000283085
83,2548.91,0.72781,0.68001,1.12089,0.70696,0.82726,0.76682,0.57391,1.12809,1.002,1.47472,0.000268938,0.000268938,0.000268938
84,2573.07,0.71529,0.66669,1.12061,0.73933,0.75783,0.78563,0.58813,1.13477,0.99498,1.49338,0.000254791,0.000254791,0.000254791
85,2597.13,0.7051,0.64277,1.10455,0.72372,0.80395,0.76483,0.5716,1.13213,1.02529,1.47465,0.000240644,0.000240644,0.000240644
86,2620.98,0.68579,0.64565,1.10104,0.7463,0.77009,0.7729,0.56842,1.17062,0.99305,1.51089,0.000226497,0.000226497,0.000226497
87,2644.44,0.70069,0.62528,1.10988,0.69905,0.76812,0.75947,0.55692,1.14599,1.00756,1.49114,0.000212349,0.000212349,0.000212349
88,2668.7,0.68379,0.63928,1.10662,0.72511,0.77976,0.77172,0.56847,1.16592,1.01245,1.52678,0.000198202,0.000198202,0.000198202
89,2693.08,0.68315,0.63271,1.09668,0.81681,0.75619,0.79806,0.58888,1.15361,0.96165,1.51273,0.000184055,0.000184055,0.000184055
90,2717,0.68118,0.62431,1.10938,0.7909,0.78533,0.79088,0.5756,1.15744,0.98132,1.52394,0.000169908,0.000169908,0.000169908
91,2788.97,0.64688,0.45775,1.08388,0.73517,0.76656,0.77202,0.56338,1.15566,1.09917,1.52387,0.000155761,0.000155761,0.000155761
92,2813.66,0.63062,0.41954,1.0686,0.74831,0.78056,0.77444,0.57327,1.1665,1.05412,1.53727,0.000141614,0.000141614,0.000141614
93,2838.92,0.59799,0.39943,1.04731,0.76189,0.76536,0.78069,0.57282,1.1621,1.03776,1.52683,0.000127467,0.000127467,0.000127467
94,2863.57,0.58996,0.38122,1.04001,0.78892,0.74939,0.77434,0.57485,1.16647,1.04818,1.54293,0.00011332,0.00011332,0.00011332
95,2888.72,0.57081,0.38109,1.0297,0.77481,0.78056,0.78422,0.57844,1.15279,1.02095,1.52615,9.91726e-05,9.91726e-05,9.91726e-05
96,2914.38,0.57792,0.34914,1.036,0.77394,0.74764,0.78664,0.5769,1.15442,1.02094,1.53066,8.50255e-05,8.50255e-05,8.50255e-05
97,2938.57,0.56648,0.35515,1.02125,0.80719,0.76031,0.79403,0.58349,1.15869,1.04587,1.53066,7.08784e-05,7.08784e-05,7.08784e-05
98,2963.23,0.54556,0.35765,1.01998,0.78937,0.75483,0.78404,0.57931,1.14582,1.02722,1.53267,5.67313e-05,5.67313e-05,5.67313e-05
99,2988.01,0.55043,0.35657,1.02508,0.72677,0.80677,0.78248,0.5754,1.15935,1.02152,1.54212,4.25842e-05,4.25842e-05,4.25842e-05
100,3012.4,0.54188,0.3611,1.00967,0.74069,0.78529,0.77829,0.5771,1.14902,1.03708,1.54033,2.84371e-05,2.84371e-05,2.84371e-05
